Mod:Item:MetaData, Localized Name
malisisdoors:wood_sliding_door, Wooden Glass Door
malisisdoors:iron_sliding_door, Iron Glass Door
malisisdoors:jail_door, Jail Door
malisisdoors:laboratory_door, Laboratory Door
malisisdoors:factory_door, Factory Door
malisisdoors:shoji_door, Shoji Door
malisisdoors:curtain_white, White Curtain
malisisdoors:curtain_orange, Orange Curtain
malisisdoors:curtain_magenta, Magenta Curtain
malisisdoors:curtain_light_blue, Light Blue Curtain
malisisdoors:curtain_yellow, Yellow Curtain
malisisdoors:curtain_lime, Lime Curtain
malisisdoors:curtain_pink, Pink Curtain
malisisdoors:curtain_gray, Gray Curtain
malisisdoors:curtain_silver, SilverCurtain
malisisdoors:curtain_cyan, Cyan Curtain
malisisdoors:curtain_purple, Purple Curtain
malisisdoors:curtain_blue, Blue Curtain
malisisdoors:curtain_brown, Brown Curtain
malisisdoors:curtain_green, Green Curtain
malisisdoors:curtain_red, Red Curtain
malisisdoors:curtain_black, Black Curtain
malisisdoors:customdooritem, Custom Door
malisisdoors:saloon, Saloon Door
malisisdoors:sliding_trapdoor, Sliding Trapdoor
malisisdoors:trapdoor_acacia, Acacia Trapdoor
malisisdoors:trapdoor_birch, Birch Trapdoor
malisisdoors:trapdoor_dark_oak, Dark Oak Trapdoor
malisisdoors:trapdoor_jungle, Jungle Trapdoor
malisisdoors:trapdoor_spruce, Spruce Trapdoor
malisisdoors:camofencegate, Camo Fence Gate
malisisdoors:verticalhatch, Reinforced Door
malisisdoors:garage_door, Garage Door
malisisdoors:carriage_door, Carriage Door
malisisdoors:medieval_door, Medieval Door
malisisdoors:big_door_oak_3x3, Large Oak Double Doors
malisisdoors:big_door_spruce_3x3, Large Spruce Double Doors
malisisdoors:big_door_birch_3x3, Large Birch Double Doors
malisisdoors:big_door_jungle_3x3, Large Jungle Double Doors
malisisdoors:big_door_acacia_3x3, Large Acacia Double Doors
malisisdoors:big_door_dark_oak_3x3, Large Dark Oak Double Doors
malisisdoors:big_door_iron_3x3, Large Iron Double Doors
malisisdoors:big_door_rusty_3x3, Large Rusty Iron Double Doors
malisisdoors:rustyhatch, Rusty Hatch
malisisdoors:rustyhandle, Rusty Handle
malisisdoors:rustyladder, Rusty Ladder
malisisdoors:door_factory, Door Factory
malisisdoors:forcefielditem, Forcefield Controller
malisisdoors:hitechdoor, Hi-tech Door
minestrapp:moss, Moss Lump
minestrapp:blue_glowshroom, Glowshroom
minestrapp:green_glowshroom, Glowshroom
minestrapp:purple_glowshroom, Glowshroom
minestrapp:infected_mushroom, Infectious Mushroom
minestrapp:blue_glowshroom_block, Glowshroom
minestrapp:green_glowshroom_block, Glowshroom
minestrapp:purple_glowshroom_block, Glowshroom
minestrapp:tundra_grass, Tundra Grass
minestrapp:savanna_grass, Savanna Grass
minestrapp:blueberry_bush, Blueberry Bush
minestrapp:blackberry_bush, Blackberry Bush
minestrapp:raspberry_bush, Raspberry Bush
minestrapp:strawberry_bush, Strawberry Bush
minestrapp:mana_bush, Mana Bush
minestrapp:clutchthorn, Clutchthorn
minestrapp:voidberry_bush, Voidberry Bush
minestrapp:terracreep, Terracreep Spore
minestrapp:hanging_glow_moss, Hanging Glow Moss
minestrapp:melon_bricks, Melon Bricks
minestrapp:mite_hive, Endermite Hive Husk
minestrapp:mite_hive_honeyed, Honeyed Endermite Hive Husk
minestrapp:mite_comb, Endermite Hive Combs
minestrapp:cold_sand:0, Cold Sand
minestrapp:cold_sand:1, Cold Red Sand
minestrapp:clay_soil:0, Clay Soil
minestrapp:clay_soil:1, Coarse Clay Soil
minestrapp:clay_soil:2, Clay Podzol
minestrapp:clay_grass, Clay Grass
minestrapp:clay_grass_path, Clay Grass Path
minestrapp:clay_farmland, Clay Farmland
minestrapp:permafrost:0, Permafrost
minestrapp:permafrost:1, Coarse Permafrost
minestrapp:permafrost:2, Frozen Podzol
minestrapp:lichen, Lichen
minestrapp:lichen_path, Lichen Path
minestrapp:permafrost_farmland, Frozen Farmland
minestrapp:mud, Mud
minestrapp:dried_mud, Dried Mud
minestrapp:portal_dust:0, Portal Dust
minestrapp:portal_dust:1, Shattered Portal Dust
minestrapp:portal_dust:2, Chordsol
minestrapp:fargrowth, Fargrowth
minestrapp:fargrowth_path, Fargrowth Path
minestrapp:m_log:0, Redwood
minestrapp:m_log:1, Frozen Oak Wood
minestrapp:m_log:2, Charwood
minestrapp:m_planks:0, Redwood Planks
minestrapp:m_planks:1, Frozen Oak Wood Planks
minestrapp:m_planks:2, Charwood Planks
minestrapp:m_planks_mossy:0, Mossy Redwood Planks
minestrapp:m_planks_mossy:1, Mossy Frozen Oak Wood Planks
minestrapp:m_planks_mossy:2, Smoldering Charwood Planks
minestrapp:m_wood_slab_1_double, tile.m_wood_slab_1.name
minestrapp:m_wood_slab_1:0, Redwood Plank Slab
minestrapp:m_wood_slab_1:1, Frozen Oak Plank Slab
minestrapp:m_wood_slab_1:2, Charwood Plank Slab
minestrapp:panel_wood_oak, Oak Plank Panel
minestrapp:panel_wood_spruce, Spruce Plank Panel
minestrapp:panel_wood_birch, Birch Plank Panel
minestrapp:panel_wood_jungle, Jungle Plank Panel
minestrapp:panel_wood_acacia, Acacia Plank Panel
minestrapp:panel_wood_dark_oak, Dark Oak Plank Panel
minestrapp:panel_m_planks_redwood, Redwood Plank Panel
minestrapp:panel_m_planks_frozen_oak, Frozen Oak Plank Panel
minestrapp:panel_m_planks_charwood, Charwood Plank Panel
minestrapp:m_planks_redwood_stairs, Redwood Plank Stairs
minestrapp:m_planks_frozen_oak_stairs, Frozen Oak Plank Stairs
minestrapp:m_planks_charwood_stairs, Charwood Plank Stairs
minestrapp:m_fence:0, Redwood Fence
minestrapp:m_fence:1, Frozen Oak Fence
minestrapp:m_fence:2, Charwood Fence
minestrapp:redwood_fence_gate, Redwood Fence Gate
minestrapp:frozen_oak_fence_gate, Frozen Oak Fence Gate
minestrapp:charwood_fence_gate, Charwood Fence Gate
minestrapp:charwood_limb, Charwood Limb
minestrapp:mud_bricks, Mud Bricks
minestrapp:decor_stone:0, Granite Bricks
minestrapp:decor_stone:1, Granite Tiles
minestrapp:decor_stone:2, Diorite Bricks
minestrapp:decor_stone:3, Diorite Tiles
minestrapp:decor_stone:4, Andesite Bricks
minestrapp:decor_stone:5, Andesite Tiles
minestrapp:decor_stone:6, Slate
minestrapp:decor_stone:7, Polished Slate
minestrapp:decor_stone:8, Slate Bricks
minestrapp:decor_stone:9, Slate Tiles
minestrapp:m_cobblestone:0, Red Cobblestone
minestrapp:m_cobblestone:1, Deep Red Cobblestone
minestrapp:m_cobblestone:2, Deep Cobblestone
minestrapp:m_cobblestone:3, Cold Cobblestone
minestrapp:m_cobblestone:4, Deep Cold Cobblestone
minestrapp:m_cobblestone:5, Cracked Icestone
minestrapp:m_cobblestone:6, Cracked Glacierrock
minestrapp:m_cobblestone:7, Cobbled Oceanstone
minestrapp:m_cobblestone:8, Cobbled Reefstone
minestrapp:m_mossy_cobblestone:0, Mossy Red Cobblestone
minestrapp:m_mossy_cobblestone:1, Deep Mossy Red Cobblestone
minestrapp:m_mossy_cobblestone:2, Deep Mossy Cobblestone
minestrapp:m_mossy_cobblestone:3, Mossy Cold Cobblestone
minestrapp:m_mossy_cobblestone:4, Deep Mossy Cold Cobblestone
minestrapp:m_mossy_cobblestone:5, Snowy Cracked Icestone
minestrapp:m_mossy_cobblestone:6, Snowy Cracked Glacierrock
minestrapp:m_mossy_cobblestone:7, Mossy Cobbled Oceanstone
minestrapp:m_mossy_cobblestone:8, Mossy Cobbled Reefstone
minestrapp:m_stone:0, Red Rock
minestrapp:m_stone:1, Deep Red Rock
minestrapp:m_stone:2, Deepstone
minestrapp:m_stone:3, Coldstone
minestrapp:m_stone:4, Deep Coldstone
minestrapp:m_stone:5, Icestone
minestrapp:m_stone:6, Glacierrock
minestrapp:m_stone:7, Oceanstone
minestrapp:m_stone:8, Reefstone
minestrapp:m_stone_bricks:0, Red Rock Bricks
minestrapp:m_stone_bricks:1, Deep Red Rock Bricks
minestrapp:m_stone_bricks:2, Deepstone Bricks
minestrapp:m_stone_bricks:3, Coldstone Bricks
minestrapp:m_stone_bricks:4, Deep Coldstone Bricks
minestrapp:m_stone_bricks:5, Icestone Bricks
minestrapp:m_stone_bricks:6, Glacierrock Bricks
minestrapp:m_stone_bricks:7, Oceanstone Bricks
minestrapp:m_stone_bricks:8, Reefstone Bricks
minestrapp:m_stone_bricks_mossy:0, Mossy Red Rock Bricks
minestrapp:m_stone_bricks_mossy:1, Mossy Deep Red Rock Bricks
minestrapp:m_stone_bricks_mossy:2, Mossy Deepstone Bricks
minestrapp:m_stone_bricks_mossy:3, Mossy Coldstone Bricks
minestrapp:m_stone_bricks_mossy:4, Mossy Deep Coldstone Bricks
minestrapp:m_stone_bricks_mossy:5, Snowy Icestone Bricks
minestrapp:m_stone_bricks_mossy:6, Snowy Glacierrock Bricks
minestrapp:m_stone_bricks_mossy:7, Mossy Oceanstone Bricks
minestrapp:m_stone_bricks_mossy:8, Mossy Reefstone Bricks
minestrapp:m_stone_bricks_cracked:0, Cracked Red Rock Bricks
minestrapp:m_stone_bricks_cracked:1, Cracked Deep Red Rock Bricks
minestrapp:m_stone_bricks_cracked:2, Cracked Deepstone Bricks
minestrapp:m_stone_bricks_cracked:3, Cracked Coldstone Bricks
minestrapp:m_stone_bricks_cracked:4, Cracked Deep Coldstone Bricks
minestrapp:m_stone_bricks_cracked:5, Cracked Icestone Bricks
minestrapp:m_stone_bricks_cracked:6, Cracked Glacierrock Bricks
minestrapp:m_stone_bricks_cracked:7, Cracked Oceanstone Bricks
minestrapp:m_stone_bricks_cracked:8, Cracked Reefstone Bricks
minestrapp:m_chiseled_stone:0, Chiseled Red Rock
minestrapp:m_chiseled_stone:1, Chiseled Deep Red Rock
minestrapp:m_chiseled_stone:2, Chiseled Deepstone
minestrapp:m_chiseled_stone:3, Chiseled Coldstone
minestrapp:m_chiseled_stone:4, Chiseled Deep Coldstone
minestrapp:m_chiseled_stone:5, Chiseled Icestone
minestrapp:m_chiseled_stone:6, Chiseled Glacierrock
minestrapp:m_chiseled_stone:7, Chiseled Oceanstone
minestrapp:m_chiseled_stone:8, Chiseled Reefstone
minestrapp:shimmerstone:0, Shimmerstone
minestrapp:shimmerstone:1, Cobbled Shimmerstone
minestrapp:shimmerstone:2, Shimmerstone Bricks
minestrapp:shimmerstone:3, Cracked Shimmerstone Bricks
minestrapp:shimmerstone:4, Glow-Mossy Shimmerstone Bricks
minestrapp:shimmerstone:5, Shimmerstone Tiles
minestrapp:shimmerstone:6, Chiseled Shimmerstone
minestrapp:shimmerstone:7, Shimmering Blue Glowshroom Lamp
minestrapp:shimmerstone:8, Shimmering Purple Glowshroom Lamp
minestrapp:shimmerstone:9, Shimmering Green Glowshroom Lamp
minestrapp:soul_glass:0, Soul Glass
minestrapp:soul_glass:1, Soul Glass Tiles
minestrapp:soul_glass:2, Soul Glass Pillar
minestrapp:blazed_soul_glass:0, Blazed Soul Glass
minestrapp:blazed_soul_glass:1, Blazed Soul Glass Tiles
minestrapp:blazed_soul_glass:2, Blazed Soul Glass Pillar
minestrapp:m_purpur, Polished Purpur
minestrapp:portar:0, Slabbed Portar
minestrapp:portar:1, Fishboned Portar
minestrapp:portar:2, Tiled Portar
minestrapp:portar:3, Chiseled Portar
minestrapp:portar:4, Portine Sunstone Lamp
minestrapp:portar:5, Portine Glowstone Lamp
minestrapp:portar:6, Portine Sea Lamp
minestrapp:invincium, Invincium
minestrapp:glacial_invincium, Glacial Invincium
minestrapp:m_misc_stone_slab_1_double, tile.m_misc_stone_slab_1.name
minestrapp:m_misc_stone_slab_1:0, Mud Brick Slab
minestrapp:m_misc_stone_slab_1:1, Granite Brick Slab
minestrapp:m_misc_stone_slab_1:2, Diorite Brick Slab
minestrapp:m_misc_stone_slab_1:3, Andesite Brick Slab
minestrapp:m_misc_stone_slab_1:4, Slate Brick Slab
minestrapp:m_misc_stone_slab_1:5, Portar Slab
minestrapp:m_misc_stone_slab_1:6, Shimmerstone Slab
minestrapp:m_misc_stone_slab_1:7, Cobbled Shimmerstone Slab
minestrapp:m_misc_stone_slab_2_double, tile.m_misc_stone_slab_2.name
minestrapp:m_misc_stone_slab_2:0, Shimmerstone Brick Slab
minestrapp:m_stone_slab_1_double, tile.m_stone_slab_1.name
minestrapp:m_stone_slab_1:0, Red Rock Slab
minestrapp:m_stone_slab_1:1, Deep Red Rock Slab
minestrapp:m_stone_slab_1:2, Deepstone Slab
minestrapp:m_stone_slab_1:3, Coldstone Slab
minestrapp:m_stone_slab_1:4, Deep Coldstone Slab
minestrapp:m_stone_slab_1:5, Icestone Slab
minestrapp:m_stone_slab_1:6, Glacierrock Slab
minestrapp:m_stone_slab_1:7, Oceanstone Slab
minestrapp:m_stone_slab_2_double, tile.m_stone_slab_2.name
minestrapp:m_stone_slab_2:0, Reefstone Slab
minestrapp:m_stone_slab_2:1, Red Cobblestone Slab
minestrapp:m_stone_slab_2:2, Deep Red Cobblestone Slab
minestrapp:m_stone_slab_2:3, Deep Cobblestone Slab
minestrapp:m_stone_slab_2:4, Cold Cobblestone Slab
minestrapp:m_stone_slab_2:5, Deep Cold Cobblestone Slab
minestrapp:m_stone_slab_2:6, Cracked Icestone Slab
minestrapp:m_stone_slab_2:7, Cracked Glacierrock Slab
minestrapp:m_stone_slab_3_double, tile.m_stone_slab_3.name
minestrapp:m_stone_slab_3:0, Cobbled Oceanstone Slab
minestrapp:m_stone_slab_3:1, Cobbled Reefstone Slab
minestrapp:m_stone_slab_3:2, Red Rock Brick Slab
minestrapp:m_stone_slab_3:3, Deep Red Rock Brick Slab
minestrapp:m_stone_slab_3:4, Deepstone Brick Slab
minestrapp:m_stone_slab_3:5, Coldstone Brick Slab
minestrapp:m_stone_slab_3:6, Deep Coldstone Brick Slab
minestrapp:m_stone_slab_3:7, Icestone Brick Slab
minestrapp:m_stone_slab_4_double, tile.m_stone_slab_4.name
minestrapp:m_stone_slab_4:0, Glacierrock Bricks Slab
minestrapp:m_stone_slab_4:1, Oceanstone Bricks Slab
minestrapp:m_stone_slab_4:2, Reefstone Bricks Slab
minestrapp:panel_mud_bricks, Mud Brick Panel
minestrapp:panel_decor_stone_granite_bricks, Granite Brick Panel
minestrapp:panel_decor_stone_diorite_bricks, Diorite Brick Panel
minestrapp:panel_decor_stone_andesite_bricks, Andesite Brick Panel
minestrapp:panel_decor_stone_slate_bricks, Slate Brick Panel
minestrapp:panel_brick, Clay Brick Panel
minestrapp:panel_sandstone, Sandstone Panel
minestrapp:panel_redsandstone, Red Sandstone Panel
minestrapp:panel_m_cobblestone_red_rock, Red Cobblestone Panel
minestrapp:panel_m_cobblestone_deep_red_rock, Deep Red Cobblestone Panel
minestrapp:panel_stonebrick, Cobblestone Panel
minestrapp:panel_m_cobblestone_deepstone, Deep Cobblestone Panel
minestrapp:panel_m_cobblestone_coldstone, Cold Cobblestone Panel
minestrapp:panel_m_cobblestone_deep_coldstone, Deep Cold Cobblestone Panel
minestrapp:panel_m_cobblestone_icestone, Cracked Icestone Panel
minestrapp:panel_m_cobblestone_glacierrock, Cracked Glacierrock Panel
minestrapp:panel_m_cobblestone_oceanstone, Cobbled Oceanstone Panel
minestrapp:panel_m_cobblestone_reefstone, Cobbled Reefstone Panel
minestrapp:panel_m_stone_slab_1_red_rock, Red Rock Panel
minestrapp:panel_m_stone_slab_1_deep_red_rock, Deep Red Rock Panel
minestrapp:panel_stoneslab, Stone Panel
minestrapp:panel_m_stone_slab_1_deepstone, Deepstone Panel
minestrapp:panel_m_stone_slab_1_coldstone, Coldstone Panel
minestrapp:panel_m_stone_slab_1_deep_coldstone, Deep Coldstone Panel
minestrapp:panel_m_stone_slab_1_icestone, Icestone Panel
minestrapp:panel_m_stone_slab_1_glacierrock, Glacierrock Panel
minestrapp:panel_m_stone_slab_1_oceanstone, Oceanstone Panel
minestrapp:panel_m_stone_slab_2_reefstone, Reefstone Panel
minestrapp:panel_m_stone_bricks_red_rock, Red Rock Brick Panel
minestrapp:panel_m_stone_bricks_deep_red_rock, Deep Red Rock Brick Panel
minestrapp:panel_stonebricksmooth, Stone Brick Panel
minestrapp:panel_m_stone_bricks_deepstone, Deepstone Brick Panel
minestrapp:panel_m_stone_bricks_coldstone, Coldstone Brick Panel
minestrapp:panel_m_stone_bricks_deep_coldstone, Deep Coldstone Brick Panel
minestrapp:panel_m_stone_bricks_icestone, Icestone Brick Panel
minestrapp:panel_m_stone_bricks_glacierrock, Glacierrock Brick Panel
minestrapp:panel_m_stone_bricks_oceanstone, Oceanstone Brick Panel
minestrapp:panel_m_stone_bricks_reefstone, Reefstone Brick Panel
minestrapp:panel_netherbrick, Nether Brick Panel
minestrapp:panel_quartzblock, Nether Quartz Panel
minestrapp:panel_m_misc_stone_slab_1_shimmerstone, Shimmerstone Panel
minestrapp:panel_shimmerstone_cobblestone, Cobbled Shimmerstone Panel
minestrapp:panel_shimmerstone_bricks, Shimmerstone Brick Panel
minestrapp:panel_purpurblock, Purpur Panel
minestrapp:panel_portar_slabbed, Slabbed Portar Panel
minestrapp:mud_bricks_stairs, Mud Brick Stairs
minestrapp:decor_stone_granite_bricks_stairs, Granite Brick Stairs
minestrapp:decor_stone_diorite_bricks_stairs, Diorite Brick Stairs
minestrapp:decor_stone_andesite_bricks_stairs, Andesite Brick Stairs
minestrapp:decor_stone_slate_bricks_stairs, Slate Brick Stairs
minestrapp:m_cobblestone_red_rock_stairs, Red Cobblestone Stairs
minestrapp:m_cobblestone_deep_red_rock_stairs, Deep Red Cobblestone Stairs
minestrapp:m_cobblestone_deepstone_stairs, Deep Cobblestone Stairs
minestrapp:m_cobblestone_coldstone_stairs, Cold Cobblestone Stairs
minestrapp:m_cobblestone_deep_coldstone_stairs, Deep Cold Cobblestone Stairs
minestrapp:m_cobblestone_icestone_stairs, Cracked Icestone Stairs
minestrapp:m_cobblestone_glacierrock_stairs, Cracked Glacierrock Stairs
minestrapp:m_cobblestone_oceanstone_stairs, Cobbled Oceanstone Stairs
minestrapp:m_cobblestone_deep_oceanstone_stairs, Cobbled Reefstone Stairs
minestrapp:m_stone_bricks_red_rock_stairs, Red Rock Brick Stairs
minestrapp:m_stone_bricks_deep_red_rock_stairs, Deep Red Rock Brick Stairs
minestrapp:m_stone_bricks_deepstone_stairs, Deepstone Brick Stairs
minestrapp:m_stone_bricks_coldstone_stairs, Coldstone Brick Stairs
minestrapp:m_stone_bricks_deep_coldstone_stairs, Deep Coldstone Brick Stairs
minestrapp:m_stone_bricks_icestone_stairs, Icestone Brick Stairs
minestrapp:m_stone_bricks_glacierrock_stairs, Glacierrock Brick Stairs
minestrapp:m_stone_bricks_oceanstone_stairs, Oceanstone Brick Stairs
minestrapp:m_stone_bricks_deep_oceanstone_stairs, Reefstone Brick Stairs
minestrapp:shimmerstone_cobblestone_stairs, Cobbled Shimmerstone Stairs
minestrapp:shimmerstone_bricks_stairs, Shimmerstone Brick Stairs
minestrapp:portar_slabbed_stairs, Slabbed Portar Stairs
minestrapp:m_silverfish_stone:0, Red Rock Monster Egg
minestrapp:m_silverfish_stone:1, Deep Red Rock Monster Egg
minestrapp:m_silverfish_stone:2, Deepstone Monster Egg
minestrapp:m_silverfish_stone:3, Coldstone Monster Egg
minestrapp:m_silverfish_stone:4, Deep Coldstone Monster Egg
minestrapp:m_silverfish_stone:5, Icestone Monster Egg
minestrapp:m_silverfish_stone:6, Glacierrock Monster Egg
minestrapp:m_silverfish_stone:7, Oceanstone Monster Egg
minestrapp:m_silverfish_stone:8, Reefstone Monster Egg
minestrapp:m_silverfish_cobblestone:0, Red Cobblestone Monster Egg
minestrapp:m_silverfish_cobblestone:1, Deep Red Cobblestone Monster Egg
minestrapp:m_silverfish_cobblestone:2, Deep Cobblestone Monster Egg
minestrapp:m_silverfish_cobblestone:3, Cold Cobblestone Monster Egg
minestrapp:m_silverfish_cobblestone:4, Deep Cold Cobblestone Monster Egg
minestrapp:m_silverfish_cobblestone:5, Cracked Icestone Monster Egg
minestrapp:m_silverfish_cobblestone:6, Cracked Glacierrock Monster Egg
minestrapp:m_silverfish_cobblestone:7, Cobbled Oceanstone Monster Egg
minestrapp:m_silverfish_cobblestone:8, Cobbled Reefstone Monster Egg
minestrapp:m_silverfish_stone_bricks:0, Red Rock Bricks Monster Egg
minestrapp:m_silverfish_stone_bricks:1, Deep Red Rock Bricks Monster Egg
minestrapp:m_silverfish_stone_bricks:2, Deepstone Bricks Monster Egg
minestrapp:m_silverfish_stone_bricks:3, Coldstone Bricks Monster Egg
minestrapp:m_silverfish_stone_bricks:4, Deep Coldstone Bricks Monster Egg
minestrapp:m_silverfish_stone_bricks:5, Icestone Bricks Monster Egg
minestrapp:m_silverfish_stone_bricks:6, Glacierrock Bricks Monster Egg
minestrapp:m_silverfish_stone_bricks:7, Oceanstone Bricks Monster Egg
